,PropertyType,Address,City,State,ZipCode,Price,Beds,Baths,Living_Sq_Ft,Lot_Acres,YearBuilt,YearRenovated,Hoa/Month,Parking,Garage,ElementarySchool,E.SchoolRating,MiddleSchool,M.schoolRating,HighSchool,H.SchoolRating,Heating,Cooling,WalkableScore,TransitScore,BikeableScore,RedfinEstimate,Status,MLS Listing,Description,payment_per_month
house_36,Townhouse,265 Fairchild Dr ,Mountain View,CA,94043,1461880,4,3,1734,,—,—,375, 2, 2,Frank L. Huff Elementary School,9,Crittenden Middle School,6,Mountain View High School,9,,,53,42,84,,Active,CV20025463,"This home is still under construction and will be move in ready around Summer 2020.    This boutique collection of just 22 townhomes and 4 single-family detached homes is attainable, fresh and filled with the promise of low maintenance and high efficiency. When choosing a new home in Mountain View, Waverly is not just a smart choice - it's the best choice. It has everything you are looking for in a new home, intelligence, beauty. Brand new and stylish, convenient and efficient, Waverly by Warmington opens the door to so many possibilities for living well in Mountain View, just down the street from work hubs, great eats, cool pubs and shops. And you’ll have plenty of time to enjoy it all in this low maintenance up-and-coming Silicon Valley neighborhood that presents Smart Home technology built on an open architecture platform, inviting you to control many of your home's systems. Open floor plans, stylish finishes, state-of-the-art kitchens and the swagger of a new neighborhood will be yours when you choose Waverly. Photos are of the Plan 2 Model Home.  ","$7,664"
house_37,1971,505 Cypress Point Dr #275 ,MOUNTAIN VIEW,CA,94043,0,1,1, 784, 0.0165,Santa Clara County,15846275,454,,,Edith Landels Elementary School,8,Crittenden Middle School,6,Mountain View High School,9, Baseboard,,88,53,99,707922,Sold,81769905,"Cypress Point Lakes fully remodeled largest one bedroom and one bath end-unit condo. Perched at the edge of the lake, enjoy the tranquil views of the community redwoods from your patio at this desirable complex. Gleaming hardwood floors throughout. Large living room has modern gas fireplace. Gourmet kitchen has stainless steel appliances, granite countertops, and designer white cabinetry with slow closing drawers. Spacious master bedroom suite features huge closet space with mirrored doors and complete Elfa closet system. Spa-like bathroom has granite countertops, white cabinetry and European tile floors. Complex amenities include pools, hot tubs, tennis courts, clubhouse, ponds, and access to Stevens Creek Trail. Great location, just blocks to Caltrain, Light rail, Castro Street, 101, and two miles away from Google.  ","$3,652"
house_38,,Floorplan 1 ,Fremont,CA,94539,2398000,4,4,3625,,,,0,,,Joshua Chadbourne Elementary School,9,,,Mission San Jose High School,10,,,17,33,33,,Active,,"Plan Description: This exciting floorpan features a formal dining room, downstairs guest suite, loft and a sliding glass wall that opens to a covered patio to create indoor/outdoor living space.  ","$11,898"
house_39,"9,975",1050 Pilinut Ct ,SUNNYVALE,CA,94087,0,3,2," 2,258", 0.229,Single Family Residential,1962,0,, 2,Cumberland Elementary School,9,Sunnyvale Middle School,6,Homestead High School,9, Central Forced Air, Ceiling Fan,30,41,76,2298361,Sold,81774754,"A spectacular Sunnyvale location surrounded by gorgeous and meticulously maintained homes in a private and quiet court. An expanded Ditz-Crane home is set on a sprawling 9975 square foot lot. Formal entry and formal living room that boasts of soaring ceilings and enormous dual pane windows that make this home light, open and airy. A formal dining room off the living room and open to the eat-in kitchen. From the kitchen, you'll find a cozy family room with a fireplace, a perfect room to snuggle on those cold evenings. Rounding out the first floor is a spacious office (possible to convert to bdrm), laundry room and half bathroom for guests. Upstairs features two large bedrooms and an expanded master retreat which is large enough to have a sitting area when you just want to get away to a quiet place. Extensive flowering bushes, trees, lush greenery, and a beautiful pool. Close to schools (Cumberland, Sunnyvale Middle, and Homestead High), highways 85/237/101, shopping and restaurants.  ","$10,602"
house_40,Single Family Residential,24588 Fairview Ave ,Hayward,CA,94542,549000,3,1,980,,1954,1959,0,, 1,Fairview Elementary School,4,Bret Harte Middle School,3,Hayward High School,4,,,15,28,12," $576,128",New,40896771,"Look no further. Remodeled 3 bed 1 bath home in the Hayward hills. New kitchen cabinets with stainless steel appliances. Designer flooring, new windows and recessed lighting and roof. Open floor plan with tons of natural lighting. Large backyard with views of the bay. Perfect for a 1st time buyer. Close to schools, parks and shops. A must see ","$2,720"
house_41,—,394 Circuit Way #204 ,Mountain View,CA,94043,0,—,—,—,,Santa Clara County,160-88-043,0,,,Edith Landels Elementary School,8,Crittenden Middle School,6,Mountain View High School,9,,,35,43,81,1288866,Sold,,,
house_42,2006,925 Washington St ,MOUNTAIN VIEW,CA,94043,0,3,3," 1,536", 0.0803,Santa Clara County,15328077,0,, 1,,,,,,, Central Forced Air, Central Forced Air,87,54,98,1746250,Sold,81771206,"Beautiful newer 3Bed/3bath detached home nestled in the peaceful Jackson Park Community and short stroll from vibrant Downtown MV festivities. Open entry concept, natural light-filled kitchen, stainless appliances, central AC, NEST controller, high ceilings, beautiful wood floors, fresh paint, fire suppression system, first floor bedroom  &  bath, large master suite upstairs w/ walk-in closet, new carpet, new custom shutters throughout, attached garage. Landscaped rear yard ideal for outdoor entertaining. Conveniently located near shops  &  restaurants along Castro Street, Caltrain, Farmers Market, and many Tech Giants.  ","$8,675"
house_43,Condo/Co-op,555 Byron St #101 ,PALO ALTO,CA,94301,1550000,3,2," 1,810",,1997,1997,5097,,,Addison Elementary School,8,David Starr Jordan Middle School,8,Palo Alto High School,9, Central Forced Air, Central Forced Air,92,50,90," $1,538,175",Active,81779955,"Sunny condo located in the heart of Downtown Palo Alto. Sought-after ground floor unit features 3 bedrooms, 2.5 bathrooms with roughly 1,800 sq. ft. of living space. Light and bright living room features a built-in shelving, gas fireplace and French doors opening onto a private patio. Eat-in kitchen with hardwood flooring, built-in oven/microwave and sunny eat-in area. Master suite features high ceilings, walk-in closet plus an en suite bath with double sink vanity and walk in shower. Luxury living at The Hamilton, a 55+ adult condominium community, offers a heated indoor pool and jacuzzi, community dining room, exercise room, library, housekeeping staff, dinner service, transportation, 24/7 security and more. An incredible value for the most sought after location on the peninsula! ","$12,816"
house_44,Single Family Residential,638 29th Ave ,San Francisco,CA,94121,998000,2,1,2050,,1914,—,0, 1, 1,Stevenson (robert Louis) Elementary School,9,Hoover (herbert) Middle School,7,Galileo High School,7, Central Heating, Central Heating,87,73,62," $1,122,958",Active,495087,"Charming 1914-built home features a formal living room, open-concept kitchen/dining room, large private backyard, and an undeveloped attic space for tons of storage. The lower level includes a 1-car garage, additional storage, and undeveloped space for potential expansion. Great location for schools: Katherine Delmar Burke, Presidio Middle, Washington High. Recreation opportunities abound: Fulton Playground, Golden Gate Park, Legion of Honor, Lincoln Park, Lands End, and The Presidio. Proximity to commercial corridors: Geary, Clement, and Balboa Village. Don't miss this rare opportunity to put your own stamp on this charming single family home in the coveted Central Richmond District. Diamond in the rough! Bring your imagination  &  designers to this Fixer Upper! ","$5,008"
house_45,,45128 Warm Springs Blvd ,Fremont,CA,94539,982595,2,2,1300,,,,0,,,James Leitch Elementary School,7,,,G. M. Walters Junior High School,7,,,25,54,62," $966,185",Active,,"Situated within close proximity to the clubhouse, this home is all about convenience. . The open-concept kitchen and great room provide the ideal space for entertaining. The community is situated just minutes away from shopping, dining, and entertainment. MLS Number: 40879631 Disclaimer: Photos are images only and should not be relied upon to confirm applicable features.  ","$4,875"
house_46,2017,2212 Leland Ave ,MOUNTAIN VIEW,CA,94040,0,4,3," 1,797", 0.1062,Santa Clara County,14838158,0, 1, 1,Monta Loma Elementary School,6,Isaac Newton Graham Middle School,7,Los Altos High School,9, Central Forced Air, Central Forced Air,71,46,99,1915984,Sold,81772768,"New Modern Masterpiece tucked away in a prime Mountain View location with 4 bedrooms and 3 baths. Fresh landscaping leads into an open concept living area w/ fireplace, gourmet kitchen, and hardwood floors throughout. Kitchen boasts quartz countertops, large island w/ wine cooler, stainless steel appliances  &  gas cooktop. Glass slider opens to low maintenance backyard w/ patio area. Light-filled staircase takes you to spacious master suite w/ oversized shower stall, large spa tub, custom vanity, and walk-in closet. Three additional light-filled bedrooms. Prime location with easy access to downtown Mountain View and Los Altos. Close to Google, LinkedIn, Microsoft, Apple, CalTrain and easy access to 85, 101, 237  &  Central Expwy. Award winning MV/LA schools, steps to Loma Elementary, Graham Middle and Los Altos High.  ",
house_47,Single Family Residential,1200 Grant Rd ,LOS ALTOS,CA,94024,2395000,3,1, 950, 0.3184,1953,1953,0,, 2,Oak Avenue Elementary School,9,,,Mountain View High School,9, Central Forced Air (Gas),,34,26,70," $2,416,337",Active,81783380,"Charming Home with Space to Roam. This 3 bedroom, 1 bathroom home plays to the heart with a wrap-around white picket fence and front porch taking in the large front yard. Bright living room, and a kitchen overlooking the trellised patio and outward to the spacious ""free-range"" backyard. The space does not stop there. .. wide side yard, 2-car stand alone garage and ample set back from the street creates a feel of ""country"". The semi-circle driveway allows easy ingress and egress for travels to nearby shopping, medical, mcommutes  &  schools: Oak Elementary, Blach Middle, Mountain View High.  ","$11,942"
house_48,Single Family Residential,121 Starview Way ,San Francisco,CA,94131,1600000,4,2,1651,,1956,—,0, 1, 1,Lawton Alternative Elementary School,10,Lick (james) Middle School,2,Mission High School,1, Central Heating, Central Heating,38,74,36," $1,653,885",Active,494809,"Mid-Century remodeled classic single family home on an impressive lot. Total of four bedrooms and two bathrooms, spacious living room. Gleaming oak hardwood floors, formal dining room, treetop and ocean views, large living room and cozy fireplace. Attractive remodeled kitchen, upscale appliances, large counters. (Bedroom, bathroom, second kitchen downstairs). Substantial closet and storage space. Private fenced nicely landscaped backyard. Large garage (much street parking also). . Nicely landscaped garden on a large lot. Clean  &  attractive home. Completely detached.  ","$8,029"
house_49,2015,728 Reflection Way ,MOUNTAIN VIEW,CA,94043,0,3,3," 1,886", 0.0295,Santa Clara County,15346012,326,, 2,,,,,,, Central Forced Air (Gas), Central Forced Air,76,33,99,1856566,Sold,81764803,"This four-year-old stylish townhouse features modern conveniences such as an attached two-car garage with tankless water heater, central vacuum, and Nest thermostat. Distinctive architecture includes fully-landscaped front paseo, engineered hardwood flooring in main living areas with 10-ft. ceilings, built-in shelving, and balcony. Epicurean kitchen features full-wall backsplash, quartz slab countertops, top-of-the-line GE appliances including a six-burner gas cooktop, recessed lighting, and under-cabinet lighting. The luxurious master suite features a walk-in closet, a large tiled shower, private water closet, marbled flooring, dual-sink vanity, and much more. Custom blinds adorn every window. Close to the Permanente Creek Trail and Googleplex, with views of Kannon Do Zen Meditation Center next door.  ","$9,117"
